handle,name,category,reviews,rating,reviews_gained,rank_now,rank_change,days_observed,elapsed_days,reviews_per_day
syncerize,Syncerize ‑ inventory sync,store-management-operations-bulk-editor,13,5.0,0,76,0,1e-09,0.0,
trustap-reviews,Trustap Reviews,marketing-and-conversion-social-trust-product-reviews,13,4.9,0,46,0,1e-09,0.0,
ultimate-scarcity-pro,Ultimate Scarcity Pro,marketing-and-conversion-upsell-and-bundles-countdown-timer,13,4.8,0,41,0,1e-09,0.0,
urlaudit,"URLAudit: SEO, AEO, GEO, LLMO",store-design-site-optimization-seo,13,5.0,0,53,0,1e-09,0.0,
variants-shared-inventory,VSI: Variants Shared Inventory,orders-and-shipping-inventory-inventory-optimization,13,3.0,0,72,0,1e-09,0.0,
wd-easy-courier-bd,WD: Easy Courier BD,orders-and-shipping-shipping-solutions-delivery-and-pickup,13,5.0,0,49,0,1e-09,0.0,
whatzi,WhatZi: WhatsApp AI Automation,store-management-operations-workflow-automation,13,4.6,0,41,0,1e-09,0.0,
ad-scroll-to-top,ScrollEase | Scroll To Top,store-design-search-and-navigation-navigation-and-menus,12,5.0,0,58,0,1e-09,0.0,
add-instagram-feed,Add Social Feed on Website,store-design-images-and-media-image-gallery,12,5.0,0,58,0,1e-09,0.0,
address-edit-helper,Yagi Address Edit Helper,orders-and-shipping-orders-order-editing,12,5.0,0,42,0,1e-09,0.0,
anycover,Anycover Extended Warranty,orders-and-shipping-returns-and-warranty-warranties-and-insurance,12,5.0,0,48,0,1e-09,0.0,
appy-stamp-loyalty-rewards,Appy Stamp: Loyalty Punch Card,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,12,5.0,0,74,0,1e-09,0.0,
as-upsells-bundles,AS Upsell Cross‑Sell & Bundles,marketing-and-conversion-checkout-cart-customization,12,5.0,0,45,0,1e-09,0.0,
atomato,"Atomato Email, SMS & Upsell",store-design-notifications-banners,12,5.0,0,42,0,1e-09,0.0,
attired,AI Models & Photos ‑ Attired,store-design-images-and-media-image-editor,12,4.9,0,43,0,1e-09,0.0,
axentra-customer-command-centre,AXENTRA AI ‑ The Complete OS,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,12,4.9,0,66,0,1e-09,0.0,
badgezilla,"Badgezilla Trust Badges, Icons",store-design-design-elements-badges-and-icons,12,4.7,0,45,0,1e-09,0.0,
bitchat-whatsapp-chatgpt-ai-omnichannel-inbox,bitChat: AI Live Chat & Sales,store-management-support-helpdesk,12,5.0,0,21,0,1e-09,0.0,
blocky,Blocky,store-design-storefronts-page-builder,12,3.6,0,83,0,1e-09,0.0,
bundlon,EZ Bundles & Volume Discounts,marketing-and-conversion-upsell-and-bundles-product-bundles,12,4.6,0,82,0,1e-09,0.0,
catalog-machine,Catalog Machine,store-design-content-product-content,12,4.9,0,14,0,1e-09,0.0,
checkout-validator,Nex Minimum Order Amount MOQ,marketing-and-conversion-checkout-order-limits,12,4.2,0,33,0,1e-09,0.0,
codbot-cod-sms-verification,COD: Advanced Cash on Delivery,selling-products-payments-pay-later,12,4.8,0,55,0,1e-09,0.0,
convi,Convi: AI Chatbot & Live chat,store-management-support-helpdesk,12,5.0,0,12,0,1e-09,0.0,
csv-order-upload,Order's up! CSV Order Importer,orders-and-shipping-orders-order-editing,12,4.8,0,45,0,1e-09,0.0,
debutify-reviews,Debutify Product Reviews & QA,store-management-support-surveys,12,3.7,0,40,0,1e-09,0.0,
dianxiaomi,Dianxiaomi（店小秘）,orders-and-shipping-inventory-erp,12,3.3,0,3,0,1e-09,0.0,
drinks,DRINKS ASSURE,store-management-security-legal,12,5.0,0,45,0,1e-09,0.0,
dropdash,Dropdash,finding-products-sourcing-options-dropshipping,12,3.5,0,34,0,1e-09,0.0,
e-boekhouden-nl,e‑Boekhouden.nl,store-management-finances-accounting,12,4.6,0,56,0,1e-09,0.0,
embed,Embed Any Social Media w/ Link,marketing-and-conversion-social-trust-social-proof,12,4.9,0,60,0,1e-09,0.0,
ezinvoices,ezInvoices | One‑Click Invoice,orders-and-shipping-orders-invoices-and-receipts,12,4.6,0,81,0,1e-09,0.0,
firewall-ip-and-country-restriction,MO: Country Blocker & IP Block,store-management-security-anti-theft,12,3.6,0,27,0,1e-09,0.0,
fourty-ai,40 Agentic AEO: ChatGPT Claude,store-design-site-optimization-seo,12,5.0,0,54,0,1e-09,0.0,
fraudlabs-pro-fraud-prevention,FraudLabs Pro Fraud Prevention,store-management-security-fraud,12,4.2,0,30,0,1e-09,0.0,
fulfilment-by-locad,Locad Fulfillment,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,12,4.7,0,28,0,1e-09,0.0,
gangio,Gangio DTF Gang Sheet Builder,selling-products-custom-products-custom-file-upload,12,4.8,0,20,0,1e-09,0.0,
glasses-virtual-try-on-by-fittingbox,Fittingbox Virtual Try‑On,store-design-images-and-media-3d-ar-vr,12,4.7,0,18,0,1e-09,0.0,
gropulse-wishlist,GP ‑ Wishlist & Upsell Suite,marketing-and-conversion-customer-loyalty-wishlists,12,4.9,0,34,0,1e-09,0.0,
hoppy-cookie,Hoppy GDPR Compliance,store-design-internationalization-cookie-consent,12,4.6,0,6,0,1e-09,0.0,
hubbox-pickup,HubBox Pickup at Checkout,orders-and-shipping-shipping-solutions-delivery-and-pickup,12,4.7,0,57,0,1e-09,0.0,
idoklad-automated-invoicing,iDoklad • Integration,store-management-finances-accounting,12,4.3,0,89,0,1e-09,0.0,
instagram-in-shop,Feedfy: Shoppable Instagram,store-design-images-and-media-image-gallery,12,4.8,0,85,0,1e-09,0.0,
inveterate,Inveterate Memberships,selling-products-payments-subscriptions,12,4.9,0,59,0,1e-09,0.0,
jaak,Jaak,orders-and-shipping-shipping-solutions-delivery-and-pickup,12,5.0,0,75,0,1e-09,0.0,
klevu-smart-search,Klevu ‑ AI Search & Discovery,store-design-search-and-navigation-search-and-filters,12,4.9,0,64,0,1e-09,0.0,
kool-whatsapp-notifications,KOOL WhatsApp Notifications,marketing-and-conversion-marketing-abandoned-cart,12,4.9,0,72,0,1e-09,0.0,
loadify-infinite-scroll,Scroller Pro ‑ Infinite Scroll,store-design-search-and-navigation-navigation-and-menus,12,5.0,0,14,0,1e-09,0.0,
login-sso-using-store-as-idp,Store as IDP‑SSO Login to Apps,store-management-security-accounts-and-login,12,4.8,0,66,0,1e-09,0.0,
nivoda,Nivoda Connect,finding-products-sourcing-options-wholesale,12,5.0,0,53,0,1e-09,0.0,
onboard-b2b,Onboard B2B: Company Profiles,store-management-security-accounts-and-login,12,5.0,0,28,0,1e-09,0.0,
onvoard-back-in-stock,OnVoard Back In Stock,marketing-and-conversion-upsell-and-bundles-stock-alerts,12,5.0,0,68,0,1e-09,0.0,
orange-popup,Popup Conversion Wizard,store-design-notifications-pop-ups,12,5.0,0,34,0,1e-09,0.0,
parcel2go-shipping,Parcel2Go Shipping,orders-and-shipping-shipping-solutions-shipping,12,4.6,0,45,0,1e-09,0.0,
pictu-ai,Pictu Bulk AI Image Generation,store-design-images-and-media-image-editor,12,5.0,0,16,0,1e-09,0.0,
protectmyorder,PMO: ProtectMyOrder,orders-and-shipping-returns-and-warranty-warranties-and-insurance,12,5.0,0,37,0,1e-09,0.0,
referrush,ReferRush,marketing-and-conversion-advertising-affiliate-programs,12,5.0,0,49,0,1e-09,0.0,
replyco,Replyco ‑ eCommerce Helpdesk,store-management-support-helpdesk,12,4.3,0,55,0,1e-09,0.0,
rfq-request-quote-hide-price,RFQ Request Quote & Hide Price,selling-products-pricing-pricing-quotes,12,4.6,0,76,0,1e-09,0.0,
seal-loyalty,Seal Loyalty,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,12,4.8,0,58,0,1e-09,0.0,
sendlane-app,Sendlane: Unified Email & SMS,marketing-and-conversion-marketing-sms-marketing,12,4.5,0,47,0,1e-09,0.0,
simple-discounts,Simple Discounts,selling-products-pricing-pricing-optimization,12,5.0,0,61,0,1e-09,0.0,
stockify-pre-order,Stockify Pre‑order Coming Soon,marketing-and-conversion-upsell-and-bundles-pre-orders,12,4.5,0,30,0,1e-09,0.0,
store-launch,Store Launch: AI Store Builder,store-design-storefronts-page-builder,12,4.8,0,87,0,1e-09,0.0,
turbo-progress-bar,Turbo Cart Progress Bar & Gift,marketing-and-conversion-promotions-discounts,12,4.6,0,44,0,1e-09,0.0,
universal-sms-pakistan,Universal SMS Pakistan,marketing-and-conversion-marketing-sms-marketing,12,5.0,0,42,0,1e-09,0.0,
varhide-hide-variants,VarHide Hide Sold Out Variants,selling-products-custom-products-product-variants,12,5.0,0,60,0,1e-09,0.0,
variants-in-collections,Singleton | Variants in List,store-design-product-display-collections,12,5.0,0,48,0,1e-09,0.0,
watix,Watix ‑ WhatsApp Order Alerts,store-management-support-chat,12,5.0,0,44,0,1e-09,0.0,
wukusy-indian-dropshipping,Wukusy ‑ Indian Dropshipping,finding-products-sourcing-options-dropshipping,12,4.3,0,54,0,1e-09,0.0,
yayloh,yayloh | Returns & Exchanges,orders-and-shipping-returns-and-warranty-returns-and-exchanges,12,5.0,0,67,0,1e-09,0.0,
advanced-gst,Advanced Invoices/GST App,store-management-finances-taxes,11,4.2,0,53,0,1e-09,0.0,
ai-alt-text-entangle,Rocket AI Alt Text Generator,store-design-site-optimization-accessibility,11,4.9,0,12,0,1e-09,0.0,
alliance-pro,Alliance Pro,marketing-and-conversion-advertising-affiliate-programs,11,5.0,0,29,0,1e-09,0.0,
alva-courses,Alva Courses,selling-products-digital-goods-and-services-digital-products,11,5.0,0,31,0,1e-09,0.0,
answerbase,Answerbase AI‑Enabled FAQs,store-design-content-product-content,11,5.0,0,36,0,1e-09,0.0,
aon-subscriptions,Subscription App & Free Gift,selling-products-payments-subscriptions,11,5.0,0,31,0,1e-09,0.0,
app-stack-1,Cart & Checkout Limit ‑ DMJ,marketing-and-conversion-checkout-order-limits,11,2.8,0,53,0,1e-09,0.0,
appify,Appify ‑ モバイルアプリ,store-design-storefronts-mobile-app-builder,11,5.0,0,36,0,1e-09,0.0,
askflow-ai,Askflow AI ‑ Product Quiz App,store-design-product-display-product-comparison,11,3.8,0,62,0,1e-09,0.0,
auction-now,Auction Now,selling-products-pricing-pricing-optimization,11,4.7,0,38,0,1e-09,0.0,
back-in-stock-notify-hero,Back In Stock ‑ Notify Hero,marketing-and-conversion-upsell-and-bundles-stock-alerts,11,5.0,0,52,0,1e-09,0.0,
bagel-preorder-public,Bagel Back Order | Pre Order,store-management-operations-workflow-automation,11,5.0,0,25,0,1e-09,0.0,
beacon,Beacon Fraud Prevention,store-management-security-fraud,11,4.7,0,17,0,1e-09,0.0,
bigblue,Bigblue ‑ All in one logistics,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,11,5.0,0,31,0,1e-09,0.0,
biteship,Biteship: Multi‑courier App,orders-and-shipping-shipping-solutions-delivery-and-pickup,11,5.0,0,68,0,1e-09,0.0,
blumacawtech,BMT B2B Wholesale Pricing,finding-products-sourcing-options-wholesale,11,5.0,0,49,0,1e-09,0.0,
bulk-gift-card-generator-2,Datora | Bulk Gift Cards,marketing-and-conversion-gifts-gift-cards,11,4.3,0,16,0,1e-09,0.0,
callsy-ai,Callsy Abandoned Cart Recovery,marketing-and-conversion-marketing-sms-marketing,11,5.0,0,51,0,1e-09,0.0,
checkout-blocks-and-customizer,Checkout Blocks & Customizer,store-design-notifications-forms,11,5.0,0,28,0,1e-09,0.0,
checkout-controller-1,EZ Checkout Controller | Rules,marketing-and-conversion-checkout-order-limits,11,4.0,0,31,0,1e-09,0.0,
checkoutreview,Checkout Review Lift,marketing-and-conversion-social-trust-product-reviews,11,5.0,0,43,0,1e-09,0.0,
chronopost-production,Chronopost Official,orders-and-shipping-shipping-solutions-shipping-rates,11,1.5,0,58,0,1e-09,0.0,
coattend,CoAttend ‑ Booking app,selling-products-digital-goods-and-services-event-booking,11,4.7,0,41,0,1e-09,0.0,
country-blockeer,Geoshield ‑ Country blocker,store-management-security-anti-theft,11,4.6,0,19,0,1e-09,0.0,
currency-auto-switcher,SpurIT Multi Currency Switcher,store-design-internationalization-currency-and-translation,11,4.6,0,64,0,1e-09,0.0,
custom-audience-sync,Syncmatic Segments on Facebook,store-management-operations-workflow-automation,11,5.0,0,37,0,1e-09,0.0,
d,配送日時指定 .amp | 配送日時指定 & 出荷伝票CSV,orders-and-shipping-shipping-solutions-delivery-and-pickup,11,4.7,0,81,0,1e-09,0.0,
dadao-product-seo-edit-1,Dadao SEO AI Blog,store-design-content-blogs,11,5.0,0,35,0,1e-09,0.0,
dreamship,Dreamship: Print on Demand,finding-products-sourcing-options-print-on-demand-pod,11,4.7,0,58,0,1e-09,0.0,
easyverifactu,Verifactu App ‑ de Finseed,store-management-finances-taxes,11,5.0,0,18,0,1e-09,0.0,
eca-b2b-wholesale-pricing,Easy B2B Wholesale App,finding-products-sourcing-options-wholesale,11,5.0,0,59,0,1e-09,0.0,
eshopbox-2,Eshopbox Shipping,orders-and-shipping-inventory-inventory-optimization,11,4.7,0,31,0,1e-09,0.0,
feedimport,FeedImport ‑ Shopping Feed,sales-channels-selling-online-product-feeds,11,4.4,0,36,0,1e-09,0.0,
fetchapp,FetchApp,selling-products-digital-goods-and-services-digital-products,11,4.7,0,37,0,1e-09,0.0,
gocart-free-gift-bogo,GoCart ‑ Auto Free Gift & BOGO,marketing-and-conversion-checkout-cart-customization,11,4.5,0,78,0,1e-09,0.0,
googlesheets-sync,Sync: Bulk Edit Google Sheets,store-management-operations-bulk-editor,11,4.7,0,86,0,1e-09,0.0,
halloween-day-celebration,Halloween Day Celebration,store-design-design-elements-animation-and-effects,11,4.2,0,24,0,1e-09,0.0,
hide-push-down-out-of-stock,Hide & Push Down Out of Stock,store-design-product-display-collections,11,4.2,0,14,0,1e-09,0.0,
icona,Icona: AI Virtual Try On,store-design-images-and-media-3d-ar-vr,11,5.0,0,6,0,1e-09,0.0,
iconic-sections,Iconic Section: Theme Sections,store-design-storefronts-page-builder,11,5.0,0,62,0,1e-09,0.0,
image-translate-easy,Product Image Translate Easy,store-design-internationalization-currency-and-translation,11,5.0,0,19,0,1e-09,0.0,
import-reviews,EZ Amazon Reviews Importer,marketing-and-conversion-social-trust-product-reviews,11,4.0,0,82,0,1e-09,0.0,
inpost-4,InPost by Progus,orders-and-shipping-shipping-solutions-delivery-and-pickup,11,5.0,0,43,0,1e-09,0.0,
installment-recurring-payments,SpurIT Installment Invoices,selling-products-payments-payment-experience,11,3.8,0,30,0,1e-09,0.0,
joy-wishlist,Joy Wishlist app,marketing-and-conversion-marketing-email-marketing,11,5.0,0,14,0,1e-09,0.0,
k-portfolio,K: Portfolio & Photo Gallery,store-design-images-and-media-image-gallery,11,4.9,0,38,0,1e-09,0.0,
k-size-guides-size-chart,K: Size Charts & Size Guide,store-design-product-display-product-comparison,11,5.0,0,43,0,1e-09,0.0,
knitwise-knit-on-demand-dropshipping,Knitwise: Knit On Demand,finding-products-sourcing-options-print-on-demand-pod,11,5.0,0,82,0,1e-09,0.0,
kokfy-calculo-frete-no-produto,Frete no Produto,orders-and-shipping-shipping-solutions-shipping-rates,11,4.5,0,33,0,1e-09,0.0,
komfortkasse-offline-payments,Komfortkasse offline payments,selling-products-payments-payment-experience,11,4.4,0,23,0,1e-09,0.0,
local-delivery-routes,Super Local Delivery,orders-and-shipping-shipping-solutions-delivery-and-pickup,11,5.0,0,45,0,1e-09,0.0,
lokalize,Lokalize AI Language Translate,store-design-internationalization-currency-and-translation,11,4.9,0,25,0,1e-09,0.0,
magic-wishlist,Magic Wishlist,marketing-and-conversion-customer-loyalty-wishlists,11,5.0,0,13,0,1e-09,0.0,
marvyn-ai,Marvyn AI Chatbot & Live Chat,store-management-support-chat,11,4.9,0,75,0,1e-09,0.0,
opus-facebook-pixel-meta-feed,Ego Facebook Pixel Meta Feed,store-management-operations-analytics,11,5.0,0,37,0,1e-09,0.0,
order-protect,OrderProtect,orders-and-shipping-returns-and-warranty-warranties-and-insurance,11,5.0,0,27,0,1e-09,0.0,
otp-plus-social-login,OTP+ B2B SMS & Social Login,store-management-security-accounts-and-login,11,4.7,0,8,0,1e-09,0.0,
paltrack,Paltrack PayPal Tracking Sync,store-management-security-legal,11,4.6,0,69,0,1e-09,0.0,
powr-video-slider,POWR: Video Slider & Carousel,store-design-images-and-media-image-gallery,11,4.8,0,69,0,1e-09,0.0,
printdoors-print-on-demand,PrintDoors：Print on Demand,finding-products-sourcing-options-print-on-demand-pod,11,4.5,0,65,0,1e-09,0.0,
product-music-player,Music Player by Websyms,store-design-design-elements-animation-and-effects,11,4.4,0,29,0,1e-09,0.0,
qequickview-announcement-bar,Qe Quick View + Announcement,store-design-images-and-media-image-gallery,11,5.0,0,33,0,1e-09,0.0,
quaderno,Quaderno: Taxes & E‑Invoicing,store-management-finances-taxes,11,5.0,0,39,0,1e-09,0.0,
rapi-cart,Rapi Cart Drawer | Cart Upsell,marketing-and-conversion-checkout-cart-customization,11,5.0,0,47,0,1e-09,0.0,
real-time-shipping-quotes,DIY Real Time Shipping Quotes,orders-and-shipping-shipping-solutions-shipping-rates,11,4.8,0,77,0,1e-09,0.0,
registry-wishlist-solution,MyRegistry Lite,marketing-and-conversion-customer-loyalty-wishlists,11,3.9,0,46,0,1e-09,0.0,
retailed-size-chart-guide,Retailed Size Chart & Guide,store-design-product-display-product-comparison,11,5.0,0,32,0,1e-09,0.0,
scan-price-embedded-barcodes,Price Embedded Barcode Scanner,sales-channels-selling-in-person-retail,11,5.0,0,32,0,1e-09,0.0,
sector-de-comuna-cl-gratis,Selecty ‑ Tarifas por Zonas,marketing-and-conversion-checkout-cart-customization,11,4.7,0,75,0,1e-09,0.0,
sender-email-sms,Sender Email Marketing & SMS,marketing-and-conversion-marketing-sms-marketing,11,4.7,0,15,0,1e-09,0.0,
sengine,かんたんサブスク ‑ 定期購入/定期購買を固定費0で始めよう,selling-products-payments-subscriptions,11,5.0,0,51,0,1e-09,0.0,
simple-sync,Simple Sync ‑ Copy Your Store,store-design-content-product-content,11,5.0,0,16,0,1e-09,0.0,
skroutz-connect,Skroutz Connect XML & Orders,sales-channels-selling-online-product-feeds,11,5.0,0,41,0,1e-09,0.0,
sledge,"Sledge: Product Filter, Review",store-design-search-and-navigation-search-and-filters,11,4.4,0,33,0,1e-09,0.0,
smart-eu-cookie-banner,GDPRify ‑ Smart GDPR Banner,store-design-internationalization-cookie-consent,11,4.9,0,17,0,1e-09,0.0,
smart-product-prreview,Dakaas AI Upsell & Cross Sell,marketing-and-conversion-upsell-and-bundles-product-bundles,11,5.0,0,77,0,1e-09,0.0,
smartoptions,SmartOptions Custom Options,selling-products-custom-products-product-variants,11,4.6,0,69,0,1e-09,0.0,
storeify-appointment-booking,S: Appointment Booking,selling-products-digital-goods-and-services-event-booking,11,4.5,0,40,0,1e-09,0.0,
swatch-colors-ultimator,Supra Swatch Colors,store-design-design-elements-badges-and-icons,11,4.3,0,48,0,1e-09,0.0,
temu,Temu,sales-channels-selling-online-store-data-importer,11,3.9,0,20,0,1e-09,0.0,
tiktok-shop-connect-ecomzier,EZ Tiktok Shop Connector,sales-channels-selling-online-marketplaces,11,5.0,0,47,0,1e-09,0.0,
tiny-erp,Sistema ERP da Olist,orders-and-shipping-inventory-erp,11,1.6,0,19,0,1e-09,0.0,
tridentab,A/B: Product and Price Testing,store-management-operations-analytics,11,3.2,0,82,0,1e-09,0.0,
trustio-trustpilot-reviews,Trust.io ‑ Trustpilot Reviews,marketing-and-conversion-social-trust-product-reviews,11,5.0,0,70,0,1e-09,0.0,
try-on-3,SS: AI Virtual Try On,store-design-product-display-product-comparison,11,5.0,0,15,0,1e-09,0.0,
vegacart-mobile-app,Vegacart – Mobile App Builder,store-design-storefronts-mobile-app-builder,11,5.0,0,24,0,1e-09,0.0,
vtn-power-wishlist,VTN Power Wishlist,marketing-and-conversion-customer-loyalty-wishlists,11,4.8,0,60,0,1e-09,0.0,
wc-recipe-app,Recipe Junction ‑ Recipe Blog,store-design-content-blogs,11,4.6,0,41,0,1e-09,0.0,
win-win-store-credit,Bulk Store Credit by Win‑Win,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,11,5.0,0,38,0,1e-09,0.0,
xboost-estimated-delivery,XB Estimated Delivery Date EDD,orders-and-shipping-shipping-solutions-shipping-rates,11,5.0,0,54,0,1e-09,0.0,
xorosoft-erp,Xorosoft ERP,orders-and-shipping-inventory-erp,11,5.0,0,23,0,1e-09,0.0,
zenbundle,Zenbundle: Retail Media App,store-design-images-and-media-video-and-livestream,11,5.0,0,45,0,1e-09,0.0,
1clickreferral,1Click Referral Program,marketing-and-conversion-advertising-affiliate-programs,10,5.0,0,38,0,1e-09,0.0,
agentic-store,KX AI Search Claude Agent,store-design-search-and-navigation-search-and-filters,10,5.0,0,12,0,1e-09,0.0,
akikumo,Akikumo: Merchandising & Ops,store-design-product-display-collections,10,5.0,0,29,0,1e-09,0.0,
amazon-associate-connector,Amazon Importer by Infoshore,sales-channels-selling-online-store-data-importer,10,4.4,0,82,0,1e-09,0.0,
aod-smart-cart-saver,AOD Wholesale Cart Saver Share,marketing-and-conversion-customer-loyalty-wishlists,10,4.8,0,56,0,1e-09,0.0,
aov-ai-pre-order,AOV.ai PreOrder Back in Stock,marketing-and-conversion-upsell-and-bundles-pre-orders,10,5.0,0,23,0,1e-09,0.0,
bestie,AI Post‑Purchase Surveys,store-management-support-surveys,10,4.8,0,61,0,1e-09,0.0,
booleanmaths,BooleanMaths Attribution+CAPI,marketing-and-conversion-advertising-ads,10,5.0,0,64,0,1e-09,0.0,
calpal-calendly-integration,CalPal: Calendly Integration,selling-products-digital-goods-and-services-event-booking,10,5.0,0,42,0,1e-09,0.0,
collectionsort-1,Flexible Collection Sort,store-design-product-display-collections,10,2.3,0,53,0,1e-09,0.0,
contact-form-ultimate,Contact Form Ultimate,store-design-notifications-forms,10,3.8,0,59,0,1e-09,0.0,
cubbo-fulfillment,Cubbo Fulfillment,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,10,5.0,0,13,0,1e-09,0.0,
discount-aio-autoketing-code,Discount AIO Autoketing Code,selling-products-pricing-pricing-optimization,10,4.8,0,68,0,1e-09,0.0,
dropflow,Excel CSV Tracking MassImport,store-management-operations-workflow-automation,10,3.6,0,29,0,1e-09,0.0,
entaice,Entaice ‑ AI Collection Sort,store-design-product-display-collections,10,5.0,0,45,0,1e-09,0.0,
festival-decorations,Festival Decorations Dawnify,store-design-design-elements-animation-and-effects,10,4.7,0,32,0,1e-09,0.0,
freee,かんたんfreee会計データ連携,store-management-finances-accounting,10,3.4,0,64,0,1e-09,0.0,
genix-ai-product-description,Genix AI Product Descriptions,store-design-content-product-content,10,5.0,0,13,0,1e-09,0.0,
getgabs-whatsapp-chatbot-api,WhatsApp Chat + Abandoned Cart,store-management-support-chat,10,4.5,0,43,0,1e-09,0.0,
getify-digital-downloads,"GIT Digital Downloads, E‑books",selling-products-digital-goods-and-services-digital-products,10,5.0,0,26,0,1e-09,0.0,
go-recover,WhatsApp for abandoned carts,marketing-and-conversion-marketing-sms-marketing,10,2.9,0,37,0,1e-09,0.0,
gs-change-image-on-hover,iHover‑ Slider Image On Hover,store-design-images-and-media-image-gallery,10,4.9,0,87,0,1e-09,0.0,
homie-ai-1,homie,store-design-search-and-navigation-search-and-filters,10,5.0,0,24,0,1e-09,0.0,
importio-amazon-product-importer,Importio: Amazon Importer,sales-channels-selling-online-store-data-importer,10,5.0,0,53,0,1e-09,0.0,
infinite-color-search-by-hoppn,Infinite Color Search by Hoppn,store-design-search-and-navigation-search-and-filters,10,5.0,0,27,0,1e-09,0.0,
instagram-feed-grid-slider,SI Instagram Feed Widget,store-design-images-and-media-image-gallery,10,5.0,0,35,0,1e-09,0.0,
jericommerce-admin,JeriCommerce Loyalty & Rewards,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,10,5.0,0,50,0,1e-09,0.0,
k-event-calendar,K: Event Calendar,selling-products-digital-goods-and-services-event-booking,10,5.0,0,17,0,1e-09,0.0,
kluckyv5,Kluck: AI Store Builder,store-design-storefronts-page-builder,10,4.5,0,21,0,1e-09,0.0,
lemonink,LemonInk,selling-products-digital-goods-and-services-digital-products,10,5.0,0,27,0,1e-09,0.0,
libro-de-reclamaciones,Libro de Reclamaciones,store-design-notifications-forms,10,5.0,0,24,0,1e-09,0.0,
lift,Lift: Charity and Donations,marketing-and-conversion-customer-loyalty-donations,10,5.0,0,20,0,1e-09,0.0,
lite-file-upload,"LC File Upload, Image Upload",selling-products-custom-products-custom-file-upload,10,4.6,0,46,0,1e-09,0.0,
locations-made-super,Locations So Super,sales-channels-selling-in-person-store-locator,10,4.5,0,25,0,1e-09,0.0,
migratly,Store Migrate & Order Import,store-management-operations-bulk-editor,10,4.7,0,25,0,1e-09,0.0,
model-swap,OnModel ‑ AI Models Photos,store-design-images-and-media-image-editor,10,4.5,0,80,0,1e-09,0.0,
modelize,Modelize: AI Product Photos,store-design-images-and-media-image-editor,10,5.0,0,20,0,1e-09,0.0,
multipixel,MultiPixels ‑ Social Pixels,store-management-operations-analytics,10,4.8,0,28,0,1e-09,0.0,
mvr-free-shipping-bar-upsell,MVR Free Shipping Bar Pro,marketing-and-conversion-checkout-cart-customization,10,5.0,0,93,0,1e-09,0.0,
nestwidget,NS Shoppable Video Reels & UGC,store-design-images-and-media-image-gallery,10,4.5,0,78,0,1e-09,0.0,
nihao-dropshipping,Dropshipping AI ‑ Fulfillment,finding-products-sourcing-options-dropshipping,10,4.9,0,74,0,1e-09,0.0,
notification-bar,POWR Email Signup,store-design-notifications-forms,10,4.7,0,62,0,1e-09,0.0,
nudgely-1,Nudgely,store-design-notifications-pop-ups,10,5.0,0,54,0,1e-09,0.0,
nvzn-art,Nvzn Easy ARt Virtual Previews,store-design-images-and-media-3d-ar-vr,10,4.8,0,46,0,1e-09,0.0,
nz-rural-shipping,NZDev ‑ Rural Shipping NZ/AUS,orders-and-shipping-shipping-solutions-shipping-rates,10,5.0,0,34,0,1e-09,0.0,
order-printer-for-restaurants,PrinterCo Automatic Printing,orders-and-shipping-orders-invoices-and-receipts,10,4.4,0,52,0,1e-09,0.0,
pasilobus-google-analytics,Pasilobus Google Analytics,store-management-operations-analytics,10,5.0,0,72,0,1e-09,0.0,
picjam,Picjam: AI Fashion Models,store-design-images-and-media-image-editor,10,4.7,0,67,0,1e-09,0.0,
pixelz,Pixelz: Photo Retouching,store-design-images-and-media-image-editor,10,4.9,0,63,0,1e-09,0.0,
pixoo-multi-currency-discounts,Pixoo Multi‑Currency Discounts,store-design-internationalization-currency-and-translation,10,4.5,0,21,0,1e-09,0.0,
podifai,Podifai Product Customizer,selling-products-custom-products-product-variants,10,5.0,0,48,0,1e-09,0.0,
powr-pricing-table,POWR: Pricing Table Comparison,store-design-product-display-product-comparison,10,5.0,0,56,0,1e-09,0.0,
product-notes,Warn: Checkout Warning Popups,store-management-security-legal,10,5.0,0,42,0,1e-09,0.0,
product-notifications-1,Vye ‑ Back In Stock Alerts,store-design-notifications-forms,10,4.8,0,52,0,1e-09,0.0,
protos,Protos: Anti Fraud Spy Blocker,store-management-security-anti-theft,10,4.6,0,10,0,1e-09,0.0,
push-down-and-hide-out-of-stock,Hide Out Of Stock & Push Down,store-design-product-display-collections,10,4.7,0,13,0,1e-09,0.0,
push-down-out-of-stock-1,Pushy | Push Down Out Of Stock,store-design-product-display-collections,10,5.0,0,10,0,1e-09,0.0,
quiztoaction,QTA Quiz: Segment & Recommend,store-design-notifications-forms,10,5.0,0,56,0,1e-09,0.0,
refundid,Refundid Returns & Exchanges,orders-and-shipping-returns-and-warranty-returns-and-exchanges,10,5.0,0,33,0,1e-09,0.0,
reproduct,ReProduct: Get Free Traffic,sales-channels-selling-online-product-feeds,10,5.0,0,37,0,1e-09,0.0,
